School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Valle Catholic,30.25,15.78,46.03,1,2,1
Westran,10.9,30.99,41.89,4,1,2
Concordia,18.39,13.87,32.26,2,3,3
Tipton,7.73,12.76,20.49,8,4,4
Miller,9.32,7.09,16.42,6,7,5
Wellington-Napoleon,11.3,1.25,12.55,3,11,6
West Platte,7.09,4.45,11.54,9,9,7
South Shelby,1.6,9.68,11.29,11,6,8
Thayer,6.61,1.07,7.68,10,12,9
Princeton with Mercer,8.28,-3.32,4.96,7,17,10
East Buchanan,10.78,-6.79,3.99,5,22,11
Salisbury,-12.01,10.49,-1.52,28,5,12
Marceline,-8.35,5.28,-3.07,22,8,13
Polo,-4.06,-1.33,-5.39,14,13,14
Hayti,-8.03,2.32,-5.71,20,10,15
Pierce City,-5.32,-1.38,-6.71,16,14,16
South Harrison,-8.15,-1.54,-9.69,21,15,17
Milan,-8.35,-2.56,-10.91,23,16,18
University Academy Charter,-0.22,-11.13,-11.36,12,27,19
Mid-Buchanan,-2.81,-8.86,-11.67,13,25,20
Orrick,-6.77,-8.37,-15.14,18,24,21
Santa Fe,-10.4,-5.87,-16.27,27,19,22
Archie,-9.74,-6.73,-16.47,25,21,23
Midway,-10.12,-6.69,-16.81,26,20,24
North Platte,-9.12,-7.94,-17.06,24,23,25
Putnam County,-6.86,-12.01,-18.87,19,29,26
Braymer,-16.5,-3.38,-19.88,32,18,27
Schuyler County,-6.2,-13.81,-20.01,17,36,28
Paris,-5.27,-20.4,-25.67,15,46,29
Drexel with Miami (Amoret),-12.33,-13.87,-26.19,29,38,30
Osceola,-12.44,-14.46,-26.9,30,39,31
Portageville,-13.77,-16.09,-29.87,31,42,32
Greenfield,-18.1,-12.92,-31.02,35,32,33
Maysville,-21.97,-9.39,-31.36,45,26,34
Skyline,-18.29,-13.84,-32.14,36,37,35
Scotland County,-16.76,-15.42,-32.18,33,40,36
King City with Pattonsburg,-20.4,-12.33,-32.73,39,31,37
Knox County,-21.22,-12.08,-33.3,42,30,38
Louisiana,-20.5,-13.32,-33.82,40,34,39
Gallatin,-18.46,-16.25,-34.71,37,43,40
Cabool,-24.11,-11.78,-35.89,50,28,41
Marionville,-23.39,-13.11,-36.5,49,33,42
Windsor,-20.75,-16.05,-36.8,41,41,43
Lone Jack,-24.27,-13.7,-37.97,51,35,44
St. Mary's (Independence),-21.37,-19.92,-41.28,43,45,45
Crest Ridge,-18.06,-24.86,-42.92,34,50,46
Lockwood with Golden City,-20.22,-23.99,-44.21,38,48,47
Slater,-24.29,-20.92,-45.21,52,47,48
Chaffee,-27.26,-18.44,-45.7,53,44,49
Fayette,-23.34,-27.69,-51.03,48,52,50
Van-Far,-23.19,-30.01,-53.2,47,53,51
Appleton City with Montrose,-22.91,-30.51,-53.42,46,54,52
Sweet Springs with Malta Bend,-29.53,-24.33,-53.86,55,49,53
St. Vincent,-29.2,-25.88,-55.09,54,51,54
North Shelby,-21.58,-41.03,-62.61,44,59,55
Albany,-33.41,-33.52,-66.93,57,57,56
Cleveland NJROTC,-39.61,-32.61,-72.22,58,55,57
Sacred Heart,-30.71,-42.34,-73.05,56,60,58
Rich Hill with Hume,-42.16,-32.74,-74.9,59,56,59
Jasper,-45.36,-38.77,-84.13,60,58,60
Wentworth Military Academy,-57.74,-45.13,-102.87,61,61,61
